StudentComments,sent_pretrained,target
good,pos,pos
informative,neu,neu
strongly agree,pos,pos
good,pos,pos
she's so friendly and helpful with studies if i got chance i will definitely want to be a teacher like her,pos,pos
not good,neg,neg
quiet good.,pos,pos
good,pos,pos
excellent,pos,pos
i have not any comment,neu,neu
good,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
he is not my internship supervisor . i already contact with opa .,neg,neg
good,pos,pos
should take more quizz,neu,neu
best faculty,pos,pos
good,pos,pos
he just think about him and how can finish his course.,neu,neu
"teaches in a very high tempo , not caring whether the student understands or not.",neu,neu
i feel comfortable with her class.,pos,pos
he should be more friendly to students.,neu,neu
humayra mam has demonstrated confidence in the classroom.,pos,pos
good teacher but scary,neg,neg
he is an interesting teacher i think.,pos,pos
he is good,pos,pos
"a good teachers play the role of a parent, providing encouragement, inspiration, and invaluable guidance. and you have the quality.",pos,pos
he is a good teacher,pos,pos
he is a grt teacher but sometimes he is very rude.he looses his patience easily,neg,neg
good,pos,pos
he is the best for this subject,pos,pos
good,pos,pos
great,pos,pos
good,pos,pos
ok,neu,neu
good,pos,pos
no comment.,neu,neu
good teacher,pos,pos
good,pos,pos
she is fine just needs to conduct the class totally in english.,neu,neu
she has good technique of teaching and good knowledge over the subject,pos,pos
teacher's communication: 10/10 lesson rating: 9/10 one word to describe: great!,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
not bad.,neu,neu
great,pos,pos
not good at all,neg,neg
heis an outstanding teacher.,pos,pos
good,pos,pos
good,pos,pos
he is a bad teacher doesn't know application of different electrical software. not enough knowledge about vlsi.,neg,neg
best teacher in aiub,pos,pos
reliable and courageous with a great teaching quality,pos,pos
good faculty,pos,pos
he is the most serious teacher in aiub,pos,pos
good teacher,pos,pos
good,pos,pos
excellent,pos,pos
good,pos,pos
english reading skills & public speaking is one of the basic course which is not so difficult & he makes this easier by his lectures & notes,pos,pos
mishu sir is one of the most active teacher in aiub. he is very strict to maintaing his duty. but he is a good teacher.,pos,pos
very good person,pos,pos
he teaches good.,pos,pos
an excellent teacher,pos,pos
good relationship with students,pos,pos
no words .just the best !,pos,pos
good,pos,pos
"sir,you are the best and u r my inspiration . please pray for me and i want to be like you sir",pos,pos
good,pos,pos
good,pos,pos
so good not good,neg,neg
best,pos,pos
good,pos,pos
he is a nice teacher.he teach us very good.,pos,pos
he is a good teacher,pos,pos
one of the best faculty i've pleasure of studying under!,pos,pos
very good teacher,pos,pos
okay,neu,neu
she is good.,pos,pos
rushee ma'am is the best. i was worried at first and had a problem understanding java in oop1 but ma'am really helped me out. java feels easy now thanks to ma'am. ma'am is very caring about our learning. rushee ma'am explains again and again if we don't understand. i love her classes and would love to do her class offline in the future as well.,pos,pos
sir has a very good personality. he cares about every single student and teaches with passion. thanks aiub for bringing him to us.,pos,pos
good teacher,pos,pos
good,pos,pos
agreed,neu,neu
good,pos,pos
excellent,pos,pos
best,pos,pos
sir is very nice and teaches very well and explains no matter how many times we want to understand a topic without getting pissed off.,pos,pos
good teacher,pos,pos
good,pos,pos
no,neu,neu
he is agood teacher,pos,pos
good,pos,pos
excellent,pos,pos
"very clear thoughts,good knowledge, .probably she teaches us good. always helps the students.students like her.good communication with the students. students.",pos,pos
he is good in teaching,pos,pos
overall good.,pos,pos
good teacher,pos,pos
good,pos,pos
nice teacher.,pos,pos
i think he is the best teacher of aiub. he teaches us so well.,pos,pos
very good,pos,pos
describe every topics in unique style with real life example which make everything more easy to understand,pos,pos
we like him,pos,pos
very good,pos,pos
sir is very kind to us.,pos,pos
good faculty.,pos,pos
awesome,pos,pos
good,pos,pos
nice teacher,pos,pos
she is a good faculty,pos,pos
good,pos,pos
"very confident on the subjecect,keeps class interesting and lively",pos,pos
excellent,pos,pos
ok,neu,neu
he is fav,pos,pos
very good faculty,pos,pos
such a good knowledge about his subject and good tariner,pos,pos
good,pos,pos
good,pos,pos
he is erally a good teacher fof o.m.,pos,pos
very good faculty,pos,pos
great sir,pos,pos
he is very good at teaching,pos,pos
excellent,pos,pos
need improvement,neu,neu
ok,neu,neu
good,pos,pos
overall good,pos,pos
good teacher. has a knowledge about subject matter.,pos,pos
very good professor,pos,pos
good,pos,pos
"he is the worst teacher in aiub.he does not know how to teach.he just reach us,does not try to understand either student understand or nor.he give grade us like public university.his class note is not precise.we collect another class note of this subject & some how manage.",neg,neg
abc,neu,neu
it was nice experience to get him as a teacher.,pos,pos
he is a good teacher,pos,pos
nice teacher,pos,pos
one of the best teacher.,pos,pos
he is a good teacher.,pos,pos
she helps everyone practically to learn.,pos,pos
good teacher,pos,pos
good,pos,pos
"his teaching methods are helpful and makes the lessons easier. though he is very strict, but in the end its forced us to study properly and clarify our issues. he is also very responsive and clears the topics and lessons in classtime",pos,pos
no comments.,neu,neu
he is sick now . thats why he dodnt give use proper time i wish sir will be back soon,neg,neg
very good teacher,pos,pos
mam is outstanding.her way of teaching .give proper knowledge to us . bahaviours overall is outstanding. her way of teaching is outstanding and makes us understood for math,pos,pos
a,neu,neu
well knowed and experienced,neu,neu
best one,pos,pos
good teacher.,pos,pos
overall good teacher,pos,pos
good but too strict,neu,neu
good,pos,pos
he's a good faculty.,pos,pos
good,pos,pos
good teacher,pos,pos
good,pos,pos
she is a good teacher,pos,pos
good,pos,pos
very good,pos,pos
good,pos,pos
unable to fell anyone situation,neg,neg
good,pos,pos
she is good,pos,pos
good,pos,pos
"he is perfect, need no compliments.",pos,pos
very good teacher,pos,pos
good,pos,pos
good,pos,pos
quite satisfied and sir has a good characteristics.,pos,pos
a good teacher.,pos,pos
she is a good teacher.,pos,pos
"the best teacher in my life. she gives us 100%. if we don't understand, she try to teach many time in many way. i have never seen any teacher like her. she is the best.",pos,pos
he is a good teacher,pos,pos
no,neu,neu
good,pos,pos
good,pos,pos
best,pos,pos
good,pos,pos
he is an excellent teacher,pos,pos
sir has a huge knowledge on math but sometimes he can't simplify the topic for the students.,neu,neu
sir is good,pos,pos
learn subject related lot of things.,neu,neu
sir is very generous about marking.which really motivates us.,pos,pos
good teacher,pos,pos
very helpful sir,pos,pos
he is a good teacher.,pos,pos
he is a good teac ',pos,pos
"she's is a good teacher. wishing you joy and happiness,you are an amazing teacher,and you only deserve the best.",pos,pos
average,neu,neu
excellent teacher,pos,pos
good,pos,pos
good teacher,pos,pos
she is nice,pos,pos
she is a good teacher.,pos,pos
bad teacher for aiub . made neg comments on private university. can't delivary the lecture clearly. always misbehave with the students.no knowledge about our grading system.,neg,neg
good,pos,pos
best teacher,pos,pos
good faculty.,pos,pos
the absolute best faculty in my opinion alongside a few others in my time at university.,pos,pos
better,pos,pos
he is a good tutor,pos,pos
excellent,pos,pos
perfect faculty,pos,pos
good,pos,pos
gd,neu,neu
he is one of best sir in my life .,pos,pos
he is a very experienced teacher,pos,pos
i m facing some problms to understand his topic,neu,neu
"mr s. m. zakaria sir is an icon. i am very little man to make any comment about such a strong personality. i just wish , he remains in good health & stay amongst us in the long run. an experienced piece of gold. mare presence of such dynamic faculty will definitely uplift the exposure of aiub. all the best wishes for him & his family members. warm regards- major muhammad shoeb shafiq",pos,pos
a good teacher who explains well however she is very strict in the grading and assessment process which induces sheer tension and stress among the students which thus makes her course(s) very overbearing or unenjoyable to be a part in.,neg,neg
good,pos,pos
good teacher,pos,pos
gentle man is his common boring dialogue.,neg,neg
she is a good teacher,pos,pos
he is a good teacher.he alloys help us .,pos,pos
best,pos,pos
she is a good teacher.,pos,pos
not so good,neg,neg
good faculty,pos,pos
good,pos,pos
well,neu,neu
very good,pos,pos
very good,pos,pos
great,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
all good,pos,pos
he has good quality to increase students attitude and have knowledge in pratical life that he told us sometimes.that's better for us.than u sir.,pos,pos
good,pos,pos
good,pos,pos
i think he is a very smart and good teacher.,pos,pos
fine teacher,pos,pos
he is good teacher,pos,pos
nil,neu,neu
an ok teacher,pos,pos
he is a verry good teacher. asif sir is the best,pos,pos
he is good,pos,pos
madam is really helpful,pos,pos
o k,neu,neu
so good that i wanna drop the course,pos,pos
good,pos,pos
he is a good teacher for software engineering,pos,pos
he is a good faculty.,pos,pos
good faculty,pos,pos
good,pos,pos
good,pos,pos
he is an organized and effective teacher,pos,pos
good,pos,pos
his problem solving style is lengthy.,neg,neg
good teacher,pos,pos
he is very nice teacher,pos,pos
average,neu,neu
not bad,neu,neu
he is a good teacher,pos,pos
good teacher,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
"a motherly figure, amazing teacher, with special capability of making students understand the subject and its principles.",pos,pos
ican say in a world strongly we are being benefitted grwatly by him effective education,pos,pos
nothing,neu,neu
good,pos,pos
he is amazing.,pos,pos
good,pos,pos
he's extremely professional and a very humorous teacher.,pos,pos
excellent,pos,pos
very good teacher,pos,pos
"very experienced but have little idea about the subject what he's going to teach.most of time, conflictions go between students and him, as he more or less concerned about the book.and the teaching,taking exam and evaluation of exam is very much poor in a sense.organization behavior is a major subject, but unfortunately it have to say, i am fear about us what we are learning.",neg,neg
i agree,neu,neu
"great faculty .follows rules , friendly i have no objection",pos,pos
sir is very helpful and her teaching method is fascinating.,pos,pos
best,pos,pos
great teacher,pos,pos
he is good teacher with nice personality,pos,pos
good,pos,pos
he is an awsumm facultyyy !!!,pos,pos
good,pos,pos
very nice,pos,pos
he is a excellent teacher,pos,pos
she is a very good teacher. she delivers her lecture very clearly.,pos,pos
good,pos,pos
my new world,neu,neu
good,pos,pos
a perfect faculty,pos,pos
good,pos,pos
we do not understand sir's lecture,neg,neg
good,pos,pos
not so good,neg,neg
the teacher was a very good mentor.,pos,pos
he is a good teacher.,pos,pos
he is the best faculty.,pos,pos
great personality!,pos,pos
good,pos,pos
she's good enough.,pos,pos
"thank you, sir, for tolerating stupid like us and not getting frustrated!!",pos,pos
best one,pos,pos
good,pos,pos
he is a very good teacher,pos,pos
good,pos,pos
he is not bad.,pos,pos
the faculty is very professional yet helpful to every individuals. loving the course!,pos,pos
excellent,pos,pos
good,pos,pos
sir is good. but sir should take more time to finish a topic. every topic he finished in less time compared to authority given dedicated time. evey time studest can't complin during the class but for fast-forward lectures many student cant get the points. another thing sir should do question from his lectures in quiz or assessment questions from google cannot increase the dignity and importance of the lecture classs.,neu,neu
very good,pos,pos
moderate,neu,neu
good,pos,pos
too supportive and friendly teacher,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher,pos,pos
good,pos,pos
best,pos,pos
smart,neu,neu
not bad,neu,neu
too much,neu,neu
sir is outstanding i like the way he talk ??,pos,pos
he is very good .,pos,pos
sir's marking is not good. gives assignment from outside the syllabus.,neg,neg
good as a lecturer,pos,pos
great,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher,pos,pos
good,pos,pos
there’s no doubt that sir is my second favorite faculty in aiub. i love the way he teaches. he is really helpful for his every student. sir is so much strict in following his rules and regulations; sometimes it seems rude but end of the day we realize that whatever he did everything is for the betterment of us indeed.,pos,pos
good,pos,pos
he is good,pos,pos
he is a good teacher,pos,pos
excellent faculty.,pos,pos
over all sir is good and perfect for our financial accounting class.all the best.,pos,pos
best teacher,pos,pos
very good,pos,pos
excellent,pos,pos
good,pos,pos
she is most qualityful teacher i think because she handle everything very carefully,pos,pos
he is not good atall.,neg,neg
good teacher,pos,pos
very good.,pos,pos
she is a very good teacher.,pos,pos
she is a good teacher,pos,pos
good,pos,pos
wow oshthir,pos,pos
good,pos,pos
"a highly qualified teacher, feel proud to have him as my teacher.",pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
